Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,Name,Roaster,Rating,With Milk,Acidity
"Taipei, Taiwan","Sidamo (also Sidama), Ethiopia",Medium-Light,56/74,NT $500/230 grams,November 2019,9.0,8.0,9.0,9.0,8.0,Ethiopia Anaerobic,Dory Coffee Roasters,93.0,,
"San Diego, California","Tarrazu, Costa Rica",Light,64/88,$18.00/12 ounces,November 2019,9.0,8.0,9.0,9.0,8.0,Costa Rica Anaerobic,Manzanita Roasting Company,93.0,,
"Zhongli, Taiwan","Cauca, Colombia",Medium-Light,57/76,NT $800/100 grams,November 2019,9.0,7.0,9.0,9.0,8.0,Colombia Finca El Paraiso Double Anaerobic Geisha,Lucky Cafe,92.0,,
"Yilan, Taiwan","Yirgacheffe, southern Ethiopia",Medium-Light,56/78,NT $1200/200 grams,November 2019,9.0,8.0,9.0,9.0,7.0,Ethiopia Yirgacheffe Adorsi,Small Eyes Cafe,92.0,,
"Truckee, California","Jimma Zone, Oromia State, Ethiopia",Medium-Light,60/81,$20.00/12 ounces,November 2019,9.0,9.0,8.0,9.0,8.0,Ethiopia Sidama Naia Bombe Dry Ferment Vertical Reserve,Coffeebar,93.0,,
"Sacramento, California","Palestina region, Huila Department, Colombia",Medium,52/68,$40.00/8 ounces,November 2019,9.0,8.0,9.0,9.0,8.0,Colombia Monteblanco Gesha Cold Fermentation,Old Soul Co.,93.0,,
"Kaohsiung City, Taiwan","Brunca, Costa Rica",Medium,50/68,NT $400/227 grams,November 2019,9.0,8.0,9.0,9.0,8.0,Costa Rica Brunca Finca Vista Passion Honey,94 Fresh Coffee,93.0,,
"Taoyuan, Taiwan",Central America; South America; Africa,Medium,42/60,NT $300/8 ounces,November 2019,9.0,,8.0,9.0,8.0,Estate Grade House Blend Espresso,Hsus Cafe,93.0,9.0,
"Lexington, Virginia","Thika Plateau, Central Highlands, Kenya",Medium-Light,56/75,$23.95/12 ounces,October 2019,9.0,9.0,9.0,9.0,7.0,Chania Kenya,Lexington Coffee Roasters,93.0,,
"Sacramento, California","Kirinyaga District, south-central Kenya",Medium-Light,58/76,$22.00/12 ounces,October 2019,9.0,9.0,8.0,9.0,8.0,Kenya Kibirigwi Thunguri,Temple Coffee Roasters,93.0,,
"Boulder, Colorado","Boquete growing region, western Panama",Medium-Light,54/78,$100.00/21 grams,October 2019,10.0,10.0,9.0,10.0,9.0,Elida Estate Geisha Green-Tip Natural,Dragonfly Coffee Roasters,98.0,,
"Taipei, Taiwan","Muranga County, South-Central Kenya",Medium,47/67,NT $550/225 grams,October 2019,9.0,9.0,9.0,9.0,9.0,Washed Kenya,Green Stone Coffee,95.0,,
"Minneapolis, MInnesota",Jamaica,Medium-Light,53/71,$39.95/8 ounces,October 2019,9.0,8.0,9.0,9.0,8.0,Coffea Diversa Bourbon Rey Jamaica,Paradise Roasters,93.0,,
"Minneapolis, MInnesota",Guatemala,Medium-Light,54/68,$39.95/8 ounces,October 2019,9.0,9.0,8.0,9.0,8.0,Coffea Diversa Bourbon Rey Guatemala,Paradise Roasters,93.0,,
"Hoover, Alabama","Huila Department, Colombia",Light,63/79,$18.00/12 ounces,October 2019,8.0,8.0,8.0,9.0,8.0,Colombia Huila,Baba Java Coffee,91.0,,
"Newtown, Sydney, Australia","Boquete growing region, western Panama",Medium-Light,54/78,AUD $18.00/18 grams,October 2019,9.0,9.0,9.0,10.0,9.0,Panama Hacienda La Esmeralda Super Mario Geisha,Campos Coffee,96.0,,
"Brooklyn, New York","Santa Ana region, El Salvador",Medium-Light,58/74,$20.00/12 ounces,October 2019,8.0,8.0,8.0,9.0,8.0,Tablon La Cima,Cafe Grumpy,91.0,,
"Asheville, North Carolina","Matagalpa growing region, Nicaragua",Medium-Light,54/68,$18.00/12 ounces,October 2019,9.0,8.0,8.0,9.0,8.0,Nicaragua Finca Idealista,South Slope Coffee Roasters,92.0,,
"Berkeley, California","Guji Zone, southern Ethiopia",Medium-Light,54/76,$16.00/12 ounces,October 2019,9.0,8.0,8.0,9.0,8.0,Ethiopia Guji Gerbicho Natural,Souvenir Coffee,92.0,,
"Berkeley, California","San Cristobal, Cobán, Alta Verapaz, Guatemala",Medium-Light,52/70,$13.50/8 ounces,October 2019,8.0,8.0,8.0,9.0,8.0,Guatemala San Cristobal,Foggy Hills Coffee Company,91.0,,
"Manlius, New York","Cusco Department, La Convención Province, Santa Teresa District, Peru",Medium,47/64,$15.00/12 ounces,October 2019,8.0,8.0,8.0,9.0,8.0,Peru Paltachayoc,SkyTop Coffee,91.0,,
"Truckee, California","Jimma Zone, Oromia State, Ethiopia",Medium-Light,59/77,$20.00/12 ounces,October 2019,9.0,9.0,8.0,9.0,8.0,Ethiopia Sidama Naia Bomb Natural Vertical Reserve,Coffeebar,93.0,,
"Seattle, Washington","Pichincha Province, north-central Ecuador",Medium-Light,53/71,$15.00/250 grams,October 2019,9.0,9.0,8.0,9.0,8.0,Hernan Zuniga Ecuador,Looking Homeward Coffee,93.0,,
"Lake Forest, Illinois","Guji Zone, southern Ethiopia",Medium-Light,58/76,$15.00/10 ounces,October 2019,9.0,8.0,9.0,9.0,8.0,Ethiopia Guji Uraga,Pedestrian Coffee,93.0,,
"Toronto, Ontario, Canada","Embu County, Eastern Province, Kenya",Medium-Light,56/78,CAD $21.00/12 ounces,October 2019,9.0,9.0,9.0,9.0,8.0,Kenya Gakundu FCS Kamviu Wet Mill,Stereo Coffee Roasters,94.0,,
"New Taipei City, Taiwan",Brazil; Guatemala,Medium-Dark,39/57,NT $380/454 grams,October 2019,9.0,,8.0,8.0,8.0,TMC SB Blend Espresso,Tehmag Foods Corporation,92.0,9.0,
"Portland, Oregon","Nyeri growing region, south-central Kenya",Medium-Light,58/80,$15.00/250 grams,October 2019,9.0,9.0,9.0,9.0,8.0,Rukira Kenya,Coava Coffee Roasters,94.0,,
"Portland, Oregon","La Libertad, Huehuetenango, Guatemala",Light,69/78,$14.50/12 ounces,October 2019,9.0,8.0,8.0,9.0,8.0,Nayo Ovalle Guatemala,Coava Coffee Roasters,92.0,,
"Madison, Wisconsin","Bench-Maji Zone, southern Ethiopia",Medium-Light,54/72,$39.95/8 ounces,October 2019,9.0,9.0,9.0,9.0,9.0,Gesha Village Lot #85 Natural,JBC Coffee Roasters,95.0,,
"Chia-Yi, Taiwan","Kochere Woreda, Yirgacheffe growing region, south-central Ethiopia",Medium-Light,52/70,NT $325/8 ounces,October 2019,9.0,9.0,9.0,9.0,8.0,Ethiopia Natural Yirgacheffe Banko Gotiti,Kakalove Cafe,94.0,,
"Chia-Yi, Taiwan","Acatenango growing region, Guatemala",Medium,50/68,NT $250/8 ounces,October 2019,9.0,,8.0,9.0,8.0,Guatemala Washed Finca El General Pache M-Plus Espresso,Kakalove Cafe,93.0,9.0,
"Chia-Yi, Taiwan","Acatenango growing region, Guatemala",Medium-Light,57/76,NT $250/8 ounces,October 2019,9.0,8.0,8.0,9.0,8.0,Guatemala Washed Finca El General Pache,Kakalove Cafe,92.0,,
"Chia-Yi, Taiwan","Acatenango growing region, central Guatemala",Medium,52/69,NT $200/8 ounces,October 2019,8.0,,8.0,9.0,8.0,Guatemala Washed Finca El General Lot Summer End Espresso,Kakalove Cafe,92.0,9.0,
"Durango, Colorado","Valle de Cauca, Colombia",Medium,50/64,$19.95/8 ounces,October 2019,9.0,8.0,8.0,9.0,8.0,Colombia La Esperanza Natural XO,Durango Coffee Company,92.0,,
"Taoyuan City, Taiwan","Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia",Dark,36/44,NT $1200/16 ounces,October 2019,9.0,,9.0,9.0,8.0,Indonesia Sumatra Gayo Espresso,Simon Hsieh's Aroma Roast Coffees,94.0,9.0,
"Youngstown, Ohio","Jimma Zone, Oromia State, Ethiopia",Medium-Light,54/74,$16.25/10 ounces,September 2019,9.0,9.0,9.0,9.0,8.0,Ethiopia Limu Nano Challa Lot #10,Branch Street Coffee Roasters,94.0,,
"Branford, Connecticut","Boquete growing region, western Panama",Medium-Light,55/73,,September 2019,9.0,10.0,9.0,10.0,9.0,Best of Panama GNEP-01 Elida Geisha Green Tip Natural,Willoughby's Coffee & Tea,97.0,,
"San Diego, California","Valle de Cauca, Colombia",Medium,54/62,$60.00/8 ounces,September 2019,9.0,9.0,9.0,10.0,9.0,Geisha XO,Bird Rock Coffee Roasters,96.0,,
"Los Angeles, California","La Mesa, Cundinamarca, Colombia",Medium-Light,57/74,$54.95/6 ounces,September 2019,9.0,9.0,9.0,10.0,9.0,Colombia Finca La Maria Geisha Natural,Klatch Coffee,96.0,,
"Chia-Yi, Taiwan","Chiriqui growing region, Panama",Medium-Light,55/79,NT $750/4 ounces,September 2019,9.0,9.0,9.0,10.0,9.0,Panama Finca Kalithea Natural Geisha,Kakalove Café,96.0,,
"Boulder, Colorado","Boquete growing region, western Panama",Medium-Light,51/71,$60.00/8 ounces,September 2019,9.0,9.0,9.0,9.0,9.0,Panama Hacienda La Esmeralda Super Mario 6 Geisha,Dragonfly Coffee Roasters,95.0,,
"Santa Monica, California","Alto Jaramillo, Boquete growing region, western Panama",Medium-Light,53/71,$40.00/4 ounces,September 2019,9.0,9.0,9.0,9.0,8.0,Panama Geisha Alto Jaramillo,Caffe Luxxe,94.0,,
"I-Lan City, Taiwan","Neira, Caldas Department, Colombia",Medium-Light,52/70,NT $1350/230 grams,September 2019,9.0,9.0,9.0,9.0,9.0,Colombia Laderas del Tapias Estate Natural Geisha,Cafetaster,94.0,,
"Yilan, Taiwan","Bench-Maji Zone, southern Ethiopia",Medium-Light,58/80,NT $1200/100 grams,September 2019,9.0,9.0,9.0,9.0,8.0,Gesha Village Natural Lot #19,GK Coffee,94.0,,
"Charlottesville, Virginia","Bench-Maji Zone, southern Ethiopia",Medium-Light,60/78,$50.00/8 ounces,September 2019,9.0,9.0,9.0,9.0,8.0,Gesha Village 1931 Lot 27,Mudhouse Coffee Roasters,94.0,,
"Dubai, United Arab Emirates","Guji Zone, southern Ethiopia",Medium-Light,58/76,AED $103.95/250 grams,September 2019,9.0,8.0,8.0,9.0,8.0,Ethiopia Guji Girma Natural,Jebena Coffees,92.0,,
"Dubai, United Arab Emirates","Limu growing region, southwest Ethiopia",Medium-Light,58/76,AED $99.75/250 grams,September 2019,8.0,8.0,8.0,8.0,8.0,Ethiopia Limu Lema Edeto,Jebena Coffees,90.0,,
"Sacramento, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,59/72,$19.00/12 ounces,September 2019,9.0,9.0,8.0,9.0,9.0,Ethiopia Sidamo Gora Kone,Temple Coffee Roasters,94.0,,
"Taichung, Taiwan",Central America,Medium-Dark,43/50,NT $600/450 grams,September 2019,8.0,,8.0,8.0,8.0,Classic Nine Espresso,HWC Roasters,91.0,9.0,
"Taichung, Taiwan",Not disclosed,Medium-Dark,42/49,NT $380/450 grams,September 2019,8.0,,8.0,7.0,7.0,Espresso Blend No. 10,HWC Roasters,88.0,8.0,
"Madison, Wisconsin","Yirgacheffe growing region, southern Ethiopia",Medium-Light,52/70,$17.10/12 ounces,September 2019,9.0,,9.0,9.0,8.0,Kebele Village Espresso,JBC Coffee Roasters,94.0,9.0,
"Madison, Wisconsin","Yirgacheffe growing region, southern Ethiopia",Medium-Light,52/70,$17.10/12 ounces,September 2019,9.0,9.0,8.0,9.0,8.0,Kebele Village Ethiopia,JBC Coffee Roasters,93.0,,
"Taipei City, Taiwan",Ethiopia; Sumatra,Medium-Light,54/69,NTD $300/200 grams,September 2019,9.0,,8.0,9.0,7.0,D31 The New Life,Dante Coffee,92.0,9.0,
"Thermopolis, Wyoming","Boquete growing region, western Panama",Medium-Light,53/71,$12.00/12 ounces,August 2019,9.0,9.0,9.0,9.0,8.0,Panama Finca San Sebastian,Jackrabbit Java,94.0,,
"Thermopolis, Wyoming","Nyamagabe district, Southern Province, Rwanda",Medium-Light,58/76,$12.00/12 ounces,August 2019,9.0,8.0,9.0,9.0,8.0,Rwanda Nyarusiza Station,Jackrabbit Java,93.0,,
"Madison, Wisconsin","Murang'a County, central Kenya",Medium-Light,54/73,$18.70/12 ounces,August 2019,8.0,9.0,9.0,9.0,8.0,Murang’a Kenya,JBC Coffee Roasters,93.0,,
"Madison, Wisconsin","Murang'a County, central Kenya",Medium-Light,54/73,$18.70/12 ounces,August 2019,9.0,,8.0,9.0,8.0,Murang’a Kenya Espresso,JBC Coffee Roasters,93.0,9.0,
"Minneapolis, MInnesota",Costa Rica,Medium-Light,52/76,$39.95/4 ounces,August 2019,9.0,9.0,8.0,9.0,7.0,Coffea Diversa Cioiccie,Paradise Roasters,92.0,,
"New Taipei City, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Light,62/83,NT $350/8 ounces,August 2019,9.0,9.0,9.0,9.0,8.0,Yirgacheffe Gedeb G1 Natural,MJ Bear Coffee,94.0,,
"Lee, Massachusetts",Asia; Africa; Americas,Medium-Light,55/76,$15.45/12 ounces,August 2019,9.0,8.0,8.0,9.0,8.0,Trilogy,Barrington Coffee Roasting,92.0,,
"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium,52/68,NT $350/8 ounces,August 2019,9.0,9.0,9.0,9.0,9.0,Kenya Kiambu Uklili AA,Kakalove Cafe,95.0,,
"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,53/71,NT $260/8 ounces,August 2019,9.0,8.0,9.0,9.0,9.0,Ethiopia Guji Shakisso Natural Lot 24,Kakalove Cafe,94.0,,
"Chia-Yi, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,55/77,NT $275/8 ounces,August 2019,9.0,9.0,9.0,9.0,8.0,Ethiopia Washed Yirgacheffe Nafasha Lot,Kakalove Cafe,94.0,,
"Topeka, Kansas","Tecapa Chinameca growing region, Santiago de María, southeastern El Salvador",Medium-Light,54/70,$22.00/12 ounces,August 2019,9.0,9.0,8.0,9.0,8.0,La Avila SL28 El Salvador,PT's Coffee Roasting Co.,93.0,,
"Hong Kong, China","Tecapa Chinameca growing region, southeastern El Salvador",Medium,47/59,$19.65/8 ounces,August 2019,9.0,9.0,9.0,9.0,8.0,El Salvador,Plat Coffee Roastery,94.0,,
"Madison, Wisconsin","La Palma, Chalatenango Department, northwestern El Salvador",Medium-Light,54/79,$16.20/12 ounces,August 2019,8.0,9.0,8.0,9.0,8.0,Talquezalar El Salvador,JBC Coffee Roasters,92.0,,
"Branford, Connecticut","Santa Ana Department, northwestern El Salvador",Medium-Light,55/80,$34.99/16 ounces,August 2019,8.0,8.0,9.0,9.0,8.0,Finca Kilimanjaro Natural,Willoughby's Coffee & Tea,92.0,,
"Taichung, Taiwan","Chalatenango Department, northwestern El Salvador",Light,66/76,NT $1200/230 grams,August 2019,9.0,8.0,8.0,9.0,8.0,Finca San Antonio El Salvador,Dinwei Cafe,92.0,,
"Cincinnati, Ohio","Chalatenango Department, northwestern El Salvador",Medium,55/66,$25.00/12 ounces,August 2019,8.0,8.0,8.0,9.0,8.0,Mario Aguilar Grand Cru El Salvador,Deeper Roots Coffee,91.0,,
"Duluth, Minnesota","Chalatenango Department, northwestern El Salvador",Medium,53/67,$45.00/16 ounces,August 2019,8.0,8.0,8.0,9.0,8.0,José Flores El Salvador Natural,Duluth Coffee,91.0,,
"London, England","Karongi District, Western Province, Rwanda",,0/0,£40.50/10 capsules,August 2019,9.0,,8.0,9.0,9.0,Cup of Excellence Rwanda Champion,Difference Coffee,94.0,9.0,
"Kaohsiung City, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,60/78,NT $450/227 grams,August 2019,9.0,8.0,9.0,9.0,8.0,Ethiopia Yirgacheffe Worka Gotiti Natural,94 Fresh Coffee,93.0,,
"Kaohsiung City, Taiwan",Not disclosed,Medium,46/68,NT $700/227 grams,August 2019,9.0,8.0,8.0,9.0,8.0,Cold-Drip Blend “Dionysus”,94 Fresh Coffee,92.0,,
"Lexington, Virginia","Odo Shakiso District, Guji Zone, Oromia region, southern Ethiopia",Medium,50/70,$21.00/12 ounces,August 2019,9.0,8.0,9.0,9.0,9.0,Ethiopia Kayon Mountain Natural,Lexington Coffee Roasters,94.0,,
"Chia-Yi, Taiwan","Kochere, Yirgacheffe growing region, south-central Ethiopia",Medium-Light,57/75,NT $300/8 ounces,August 2019,9.0,9.0,9.0,9.0,8.0,Ethiopia Natural Yirgacheffe Blue Donkey Lot,Kakalove Cafe,94.0,,
"Sacramento, California","Huehuetenango, Guatemala",Medium,50/70,$19.00/12 ounces,August 2019,8.0,,9.0,9.0,8.0,Guatemala Guayabales Single-Origin Espresso,Temple Coffee Roasters,93.0,9.0,
"Sacramento, California","Thika growing region, central Kenya",Medium,47/65,$23.00/12 ounces,August 2019,9.0,8.0,8.0,9.0,8.0,Kenya Chania Estate,Temple Coffee Roasters,92.0,,
"Sacramento, California","Chimaltenango Department, Guatemala",Medium-Light,54/74,$19.00/12 ounces,August 2019,9.0,8.0,9.0,9.0,7.0,Guatemala Los Santos,Temple Coffee Roasters,92.0,,
"Madison, Wisconsin","Bench-Maji Zone, southern Ethiopia",Medium-Light,52/75,$25.75/4 ounces,August 2019,9.0,9.0,9.0,9.0,8.0,Geisha Village Auction Lot #11,JBC Coffee Roasters,94.0,,
"Boulder, Colorado","Yirgacheffe growing region, southern Ethiopia",Medium-Light,58/82,$18.00/12 ounces,August 2019,9.0,9.0,9.0,10.0,9.0,Ethiopia Yirgacheffe Chelelektu Natural,Dragonfly Coffee Roasters,96.0,,
"Santa Monica, California","Nyeri growing region, south-central Kenya",Medium-Light,54/72,$23.00/12 ounces,August 2019,9.0,9.0,9.0,9.0,8.0,Kenya Kimaruri,Caffe Luxxe,94.0,,
"Johns Creek, Georgia","Northern Province, Zambia",Medium-Light,52/70,$17.00/12 ounces,August 2019,9.0,8.0,8.0,9.0,8.0,Zambia Kateshi Natural,Peach Coffee Roasters,92.0,,
"Austin, Texas","Thika growing region, central Kenya",Medium,53/65,$19.00/12 ounces,August 2019,9.0,9.0,8.0,9.0,9.0,Kenya Handege,Greater Goods Coffee Roasters,94.0,,
"Kalaheo, Kauia, Hawaii","Kalaheo, Kauai, Hawaii",Medium-Light,60/78,$60.00/10 ounces,August 2019,8.0,8.0,8.0,8.0,8.0,Kauai Estate Reserve Sun-Dried Typica,Kauai Coffee Company,90.0,,
"Jersey City, New Jersey","Valle del Cauca Department, western Colombia",Medium,48/67,$25.00/150 grams,August 2019,10.0,9.0,8.0,10.0,9.0,Colombia Valle del Cauca Cerro Azul Geisha,modcup coffee,96.0,,
"Kaohsiung City, Taiwan","Loja Province, southern Ecuador",Medium-Light,57/83,$NT 700/227 grams,August 2019,8.0,9.0,9.0,9.0,8.0,Ecuador Loja Clara Sidra Natural Taza Dorada #2,94 Fresh Coffee,93.0,,
"Lee, Massachusetts",Africa; Asia,Medium-Light,54/70,$15.95/12 ounces,August 2019,9.0,,8.0,9.0,7.0,The Natural,Barrington Coffee Roasting,92.0,9.0,
"Yilan, Taiwan","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,62/78,NT $200/250 grams,August 2019,9.0,,8.0,9.0,8.0,Ethiopia Sidamo G4 Natural Espresso,Small Eyes Cafe,93.0,9.0,
"San Juan Lachao, Oaxaca, Mexico","Oaxaca State, Mexico",Medium-Light,56/78,$35.00/8 ounces,July 2019,9.0,9.0,9.0,9.0,8.0,Green-Tip Geisha,Finca Las Nieves,94.0,,
"Minneapolis, MInnesota","Sandy Bay Valley, Saint Helena Island",Medium-Light,54/74,$49.95/4 ounces,July 2019,9.0,9.0,8.0,9.0,8.0,Saint Helena Island Peaberry,Paradise Roasters,93.0,,
"Minneapolis, MInnesota","Belis, Atok, Benguet Province, Philippines",Medium-Light,52/70,$18.95/8 ounces,July 2019,8.0,8.0,8.0,8.0,8.0,Philippines Sitio Naguey Natural,Paradise Roasters,90.0,,
"Taichung City, Taiwan","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,56/78,$30.00/8 ounces,July 2019,9.0,9.0,8.0,9.0,8.0,Ethiopia Guji Queen Honey,Pro Aroma Enterprise Coffee,93.0,,
"Taichung City, Taiwan","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,57/79,$206.00/8 ounces,July 2019,9.0,8.0,9.0,9.0,8.0,Ethiopia Civet Sidama Papilio Natural,Good Chance Biotechnology,93.0,,
"Madison, Wisconsin","Kochere Woreda, Gedeo Zone, southern Ethiopia",Medium-Light,55/74,$16.40/12 ounces,July 2019,9.0,9.0,8.0,9.0,8.0,Banco Gotete Ethiopia,JBC Coffee Roasters,93.0,,
"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Dark,40/52,NT $225/8 ounces,July 2019,9.0,,8.0,9.0,8.0,Ethiopia Washed Guji Dimtu Espresso,Kakalove Cafe,93.0,9.0,
"Lee, Massachusetts","Nyeri growing region, south-central Kenya",Medium-Light,53/75,$13.34/4 ounces,July 2019,9.0,9.0,9.0,9.0,8.0,Barichu Double,Barrington Coffee Roasting,94.0,,
"Johns Creek, Georgia",Zambia; Colombia,Medium-Light,50/72,$15.50/12 ounces,July 2019,9.0,,8.0,9.0,8.0,GA 400 Espresso,Peach Coffee Roasters,93.0,9.0,
"Charlotte, North Carolina","Eastern Highlands,Papua New Guinea",Medium-Light,56/80,$15.00/12 ounces,July 2019,9.0,8.0,8.0,9.0,8.0,Papua New Guinea Timuza,Magnolia Coffee,92.0,,
"Madison, Wisconsin","Kiambu growing region, south-central Kenya",Medium-Light,54/78,$21.20/12 ounces,July 2019,10.0,9.0,9.0,10.0,9.0,Rukera Kenya,JBC Coffee Roasters,97.0,,
"Madison, Wisconsin","Kiambu growing region, south-central Kenya",Medium-Light,54/78,$21.20/12 ounces,July 2019,10.0,,9.0,10.0,9.0,Rukera Espresso,JBC Coffee Roasters,97.0,9.0,
"San Diego, California","Tolima Department, Colombia",Medium-Light,54/74,$30.00/12 ounces,July 2019,9.0,9.0,8.0,9.0,8.0,Colombia Pink Bourbon El Corazon,Bird Rock Coffee Roasters,93.0,,
"Taipei, Taiwan",Kenya,Medium-Light,53/77,NT $600/225 grams,July 2019,9.0,,8.0,9.0,8.0,L2 Love Espresso Blend,DoDo Kaffa,93.0,9.0,
"Taipei, Taiwan",Ethiopia; Guatemala,Medium-Light,56/80,NT $400/225 grams,July 2019,9.0,,8.0,9.0,8.0,Guatemala-Ethiopia Espresso Blend,Dory Coffee Roasters,93.0,9.0,
"Chia-Yi, Taiwan",Colombia; Guatemala; Ethiopia,Medium,47/69,NT $165/8 ounces,July 2019,8.0,,9.0,9.0,8.0,Black Meow Blend,Kakalove Cafe,93.0,9.0,
"Taipei, Taiwan",Ethiopia; Panama,Light,58/84,NT $400/8 ounces,July 2019,8.0,,8.0,9.0,8.0,Karibu Espresso Blend,De Clieu Coffee,92.0,9.0,
"Yilan, Taiwan",Ethiopia; Panana; Guatemala; Honduras,Light,60/84,NT $700/400 grams,July 2019,9.0,,9.0,9.0,8.0,Sun Sun Sun Sun Sun Sun Sun Sun Sun Blend,Small Eyes Cafe,93.0,8.0,
"Manlius, New York","Hambela district, Oromia growing region, southern Ethiopia",Medium-Light,57/79,$15.00/12 ounces,June 2019,9.0,8.0,8.0,9.0,8.0,Ethiopia Hambela 1 Organic Natural Alaka,SkyTop Coffee,92.0,,
"Manlius, New York","Ibicoara Municipality, Chapada Diamantina region, Bahia State, Brazil",Medium,52/68,$15.00/12 ounces,June 2019,8.0,8.0,8.0,9.0,8.0,Brazil Ibicoara Chapada Diamantina Natural,SkyTop Coffee,91.0,,
"Manlius, New York","Coto Brus, Puntarenas, Costa Rica",Medium-Light,58/80,$15.00/12 ounces,June 2019,8.0,8.0,8.0,8.0,8.0,Costa Rica Coto Brus-La Amistad,SkyTop Coffee,90.0,,
"Grove City, Pennsylvania",Central Kenya,Light,60/82,$15.00/10 ounces,June 2019,9.0,9.0,9.0,9.0,7.0,Karimikui AA Kenya,Collage Coffee,93.0,,
"Chicago, Illinois","Cajamarca, Peru",Medium-Light,58/76,$21.00/12 ounces,June 2019,9.0,9.0,8.0,9.0,8.0,Peru Antonio Regalado Diaz El Huyacan La Palma,Big Shoulders Coffee,93.0,,
"Madison, Wisconsin","Antigua growing region, Guatemala",Medium-Light,52/74,$15.90/12 ounces,June 2019,8.0,9.0,9.0,9.0,8.0,Bella Carmona Guatemala,JBC Coffee Roasters,93.0,,
"Chia-Yi, Taiwan","Cajamarca, Peru",Medium-Light,54/78,NT $260/8 ounces,June 2019,9.0,8.0,9.0,9.0,8.0,Peru Natural Jose Herrera Lot 21,Kakalove Cafe,93.0,,
"Bedford, New Hampshire","Bururi growing region, Burundi",Medium-Light,58/78,$16.00/12 ounces,June 2019,9.0,8.0,9.0,9.0,8.0,Burundi Dukorerikawa Natural,Flight Coffee Co.,93.0,,
"Chia-Yi, Taiwan","Acatenango growing region, Guatemala",Medium,50/68,NT $200/8 ounces,June 2019,8.0,,9.0,9.0,8.0,Guatemala Acatenango Washed Lot 503 Espresso,Kakalove Cafe,93.0,9.0,
"Kosice, Slovakia",Ethiopia; Colombia; Dominican Republic; Brazil; Cuba; Yemen,Medium,46/64,9.9 Euros/225 grams,June 2019,8.0,,8.0,8.0,7.0,Balance Blend,Fabbrica Coffee,90.0,9.0,
"Emeryville, California",Ethiopia; Guatemala; Papua New Guinea; Sumatra,Medium,45/67,$17.25/12 ounces,June 2019,9.0,,9.0,9.0,8.0,The Core Espresso,Highwire Coffee,94.0,9.0,
"Santa Rosa Beach, Florida",Congo; Ethiopia,Medium,46/68,$16.95/12 ounces,June 2019,9.0,,9.0,9.0,8.0,Espresso Mandarina,Amavida Coffee Roasters,94.0,9.0,
"Silver Lake, Minnesota",Colombia,Medium,46/68,$18.95/12 ounces,June 2019,9.0,,8.0,9.0,9.0,SOB Espresso,Folly Coffee Roasters,94.0,9.0,
"Boulder, Colorado",Central America; South America; Indonesia,Medium-Light,52/70,$14.00/12 ounces,June 2019,8.0,,9.0,9.0,8.0,Crema de Dolce Espresso,Dragonfly Coffee Roasters,93.0,9.0,
"Minneapolis, MInnesota",Brazil; Ecuador,Medium,49/69,$12.95/12 ounces,June 2019,9.0,,8.0,9.0,8.0,Espresso Classico,Paradise Roasters,93.0,9.0,
"Toronto, Ontario, Canada",Burundi; Colombia,Medium-Light,56/78,$13.56/12 ounces,June 2019,9.0,,8.0,9.0,8.0,Ace Espresso,Propeller Coffee,93.0,9.0,
"Floyd, Virginia",Central America; South America,Medium,48/66,$13.99/12 ounces,June 2019,9.0,,8.0,9.0,8.0,Old Crow Cuppa Joe,Red Rooster Coffee Roaster,93.0,9.0,
"Miami, Florida",Colombia,,NA/NA,$9.99/12 sticks,June 2019,7.0,6.0,7.0,7.0,7.0,Single-Origin Colombian Medium Roast,Jiva Cubes Instant Coffee Packets,84.0,,
"Sacramento, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,53/71,18.00/12 ounces,June 2019,9.0,8.0,8.0,9.0,8.0,Ethiopia Sidamo Sasaba,Temple Coffee Roasters,92.0,,
"Minneapolis, MInnesota",Zambia,Medium-Light,60/78,$14.95/12 ounces,June 2019,8.0,8.0,9.0,9.0,8.0,Zambia Kateshi Natural Process,Paradise Roasters,92.0,,
"Hsinchu, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,60/78,NT $660/225 grams,June 2019,9.0,9.0,9.0,9.0,9.0,Ethiopia Gedeb Worka Sakaro,Direct Coffee,95.0,,
