Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,Name,Roaster,Rating,With Milk,Acidity
"Chicago, Illinois","Guji Zone, Oromia Region, Southern Ethiopia",Medium,47/65,$18.00/12 ounces,November 2020,8.0,8.0,8.0,9.0,8.0,Ethiopia Guji Super-Natural Decaf Water Process,Big Shoulders Coffee,91.0,,
"San Diego, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Light,62/80,$19.00/12 ounces,November 2020,9.0,9.0,9.0,9.0,8.0,Shantawene Ethiopia Daya Bensa Natural,Cafe Virtuoso,94.0,,
"San Diego, California","Yirgacheffe growing region, south-Central Ethiopia",Medium-Light,56/74,$20.00/12 ounces,November 2020,9.0,8.0,9.0,9.0,8.0,Tigesit Waqa,Bird Rock Coffee Roasters,93.0,,
"Yilan, Taiwan",Kenya,Medium-Light,60/77,NT $330/200 grams,November 2020,9.0,9.0,9.0,9.0,8.0,Kenya AA FAQ,Small Eyes Cafe,94.0,,
"Madison, Wisconsin","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,57/77,$35.00/8 ounces,November 2020,10.0,9.0,9.0,10.0,9.0,Ardent Ethiopia Natural,JBC Coffee Roasters,97.0,,
"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,52/70,$74.95/8 ounces,November 2020,10.0,9.0,9.0,10.0,8.0,Kona Mocca®,Hula Daddy Kona Coffee,96.0,,
"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,54/74,$39.95/8 ounces,November 2020,9.0,9.0,9.0,9.0,8.0,Holiday Coffee,Hula Daddy Kona Coffee,94.0,,
"Madison, Wisconsin","Nariño Department, southern Colombia",Medium-Light,56/78,$15.80/12 ounces,November 2020,9.0,8.0,9.0,9.0,8.0,La Union,JBC Coffee Roasters,93.0,,
"Madison, Wisconsin","Kirinyaga, Kenya",Medium-Light,60/78,$22.00/12 ounces,November 2020,9.0,8.0,9.0,9.0,8.0,Kaguyu,JBC Coffee Roasters,93.0,,
"Madison, Wisconsin","Gedeb District, Yirgacheffe growing region, south-central Ethiopia",Medium-Light,58/80,$18.00/12 ounces,November 2020,9.0,9.0,8.0,9.0,8.0,Halo Hartume,JBC Coffee Roasters,93.0,,
"Floyd, Virginia","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,60/78,$18.99/12 ounces,November 2020,9.0,9.0,9.0,9.0,8.0,Ethiopia Dur Feres Natural,Red Rooster Coffee Roaster,94.0,,
"Houston, Texas","Guji Zone, Oromia region, southern Ethiopia",Medium-Light,60/74,$20/12 ounces,November 2020,9.0,8.0,8.0,9.0,8.0,Ethiopia “Ear Candy” Uraga Guji,Three Keys Coffee,92.0,,
"Taoyuan, Taiwan","Nyeri growing region, south-central Kenya",Medium,44/60,NT $900/8 ounces,November 2020,9.0,,9.0,9.0,9.0,Kenya AA Ares Phoenix Special,Simon Hsieh’s Aroma Roast Coffees,96.0,10.0,
"Houston, Texas","Kericho County, Rift Valley region, Kenya",Medium-Light,55/73,$20.00/12 ounces,November 2020,9.0,8.0,8.0,9.0,8.0,“Double A Train” Kenya Kabunyeria AA,Three Keys Coffee,92.0,,
"London, England","Boquete growing region, western Panama",,0/0,£45/10 capsules,November 2020,9.0,,9.0,9.0,9.0,Esmeralda Estate Panama Geisha,Difference Coffee,94.0,8.0,
"Yilan, Taiwan","Nueva Suiza, Chiriquí, Panama",Medium-Light,58/76,"NT $5,000/20 grams",November 2020,10.0,10.0,9.0,10.0,9.0,GW01 Finca Sophia Olympus Geisha,GK Coffee,98.0,,
"Durango, Colorado","Valle de Cauca, Colombia",Medium-Light,54/70,$16.95/12 ounces,October 2020,9.0,9.0,9.0,9.0,8.0,La Esperanza Colombian Natural X.O.,Durango Coffee Company,94.0,,
"Minneapolis, Minnesota","Alishan, Taiwan",Light,62/80,$64.95/4 ounces,October 2020,9.0,9.0,9.0,9.0,8.0,Taiwan Geisha Honey,Paradise Roasters,94.0,,
"San Diego, California","Piedra Candela, Chiriqui Province, western Panama",Medium-Light,60/78,$85.00/6 ounces,October 2020,9.0,9.0,9.0,9.0,9.0,Camilina Geisha,Bird Rock Coffee Roasters,95.0,,
"Topeka, Kansas","Jaramillo, Panama",Medium-Light,54/70,$65.00/8 ounces,October 2020,9.0,9.0,9.0,9.0,9.0,Hacienda La Esmeralda Buenos Aires Geisha Natural,PT's Coffee Roasting Co.,95.0,,
"Chicago, Illinois","Kirinyaga County, south-central Kenya",Medium-Light,58/70,$22.00/12 ounces,October 2020,9.0,9.0,8.0,9.0,8.0,Kenya Kirinyaga Peaberry,Big Shoulders Coffee,93.0,,
"Hsinchu, Taiwan","Sidamo (also Sidama) growing region, south-central Ethiopia ",Medium-Light,58/78,$29.00/8 ounces,October 2020,9.0,9.0,9.0,9.0,8.0,Ethiopia Sidama Bona Washed G1,Singsun Coffee,94.0,,
"Hsinchu, Taiwan","idamo (also Sidama) growing region, south-central Ethiopia ",Medium-Light,55/73,$31.00/8 ounces,October 2020,9.0,8.0,9.0,9.0,8.0,Ethiopia Sidama Bona Sweet Natural G1,Singsun Coffee,93.0,,
"Taichung City, Taiwan","Djimma, Ethiopia",Medium,52/68,$10.00/12 ounces,October 2020,8.0,8.0,8.0,9.0,8.0,Ethiopia Nectar Natural,MT49 Cafe,91.0,,
"Taichung City, Taiwan","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,59/74,$25.00/12 ounces,October 2020,9.0,9.0,9.0,9.0,8.0,Sidama Extreme Papilio Washed,Pro Aroma Enterprise Coffee,94.0,,
"Taichung City, Taiwan","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,52/72,$25.00/12 ounces,October 2020,9.0,8.0,9.0,9.0,8.0,Sidama Extreme Papilio Natural,Pro Aroma Enterprise Coffee,93.0,,
"Antigua, Guatemala","Cobán growing region, Alta Verapaz, Guatemala",Medium-Light,55/73,$13.00/12 ounces,October 2020,9.0,9.0,9.0,9.0,8.0,Finca Santa Isabel,El Gran Café,94.0,,
"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,56/72,$13.00/12 ounces,October 2020,9.0,9.0,9.0,9.0,8.0,Finca San Carlos,El Gran Café,94.0,,
"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,56/76,$16.50/12 ounces,October 2020,9.0,8.0,9.0,9.0,8.0,Finca El Pintado,El Gran Café,93.0,,
"Antigua, Guatemala","Antigua growing region, Guatemala",Medium,52/68,$16.50/12 ounces,October 2020,9.0,8.0,8.0,9.0,8.0,La Esperanza Villa Sarchi,El Gran Café,92.0,,
"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,54/72,$16.50/12 ounces,October 2020,8.0,8.0,8.0,8.0,8.0,La Esperanza Borbón,El Gran Café,90.0,,
"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,52/70,$10.00/12 ounces,October 2020,8.0,8.0,8.0,8.0,7.0,The Aurora Project,El Gran Café,89.0,,
"Antigua, Guatemala","Antigua growing region, Guatemala",Medium,50/68,$5.00/12 ounces,October 2020,7.0,7.0,7.0,8.0,7.0,5a Sur,El Gran Café,86.0,,
"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Dark,42/56,$5.00/12 ounces,October 2020,7.0,7.0,7.0,8.0,7.0,5a Poniente,El Gran Café,86.0,,
"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,60/76,NT $400/8 ounces,October 2020,10.0,9.0,9.0,10.0,9.0,Ethiopia Natural Guji D Minor Special Lot,Kakalove Cafe,97.0,,
"Chia-Yi, Taiwan","Chiriqui, Boquete growing region, western Panama",Medium-Light,58/74,NT $750/4 ounces,October 2020,9.0,9.0,9.0,9.0,8.0,2020 Savage Auction Deborah Carbonic-Macerated Natural Geisha,Kakalove Cafe,94.0,,
"Johns Creek, Georgia","Tarrazu, Costa Rica",Medium-Light,58/76,$29.99/10 ounces,October 2020,9.0,9.0,9.0,9.0,8.0,Costa Rica Cordillera del Fuego,Peach Coffee Roasters,94.0,,
"Jersey City, New Jersey","Bombe mountains, Sidama Region, southern Ethiopia",Medium-Light,58/76,$25.00/12 ounces,October 2020,9.0,9.0,9.0,9.0,8.0,Ethiopia Bombe Mountains,modcup coffee,94.0,,
"Manlius, New York","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,60/74,$18.00/12 ounces,October 2020,9.0,8.0,9.0,9.0,8.0,Ethiopia Guji 1 Natural Hambela Lot 215,SkyTop Coffee,93.0,,
"Sacramento, California","Corquin, Honduras",Medium,51/69,$19.00/12 ounces,October 2020,8.0,,8.0,9.0,8.0,Honduras Sergio Romero Single-Origin Espresso,Temple Coffee Roasters,92.0,9.0,
"Sacramento, California","Nyeri County, Kenya",Medium-Light,55/72,$23.50/12 ounces,October 2020,9.0,8.0,8.0,9.0,8.0,Kenya Giakanja,Temple Coffee Roasters,92.0,,
"Bozeman, Montana","Yirgacheffe growing region, southern Ethiopia",Medium-Light,52/70,$16.95/12 ounces,October 2020,9.0,9.0,9.0,9.0,8.0,Ethiopia Yirgacheffe G1 Natural Asfaw Maru,RamsHead Coffee Roasters,94.0,,
"Bozeman, Montana","Tarrazu growing region, Costa Rica",Medium-Light,54/72,$22.95/12 ounces,October 2020,9.0,8.0,8.0,9.0,8.0,Costa Rica Termico,RamsHead Coffee Roasters,92.0,,
"Castorland, New York","Fraijanes growing region, Guatemala",Medium,47/61,$13.00/10 ounces,October 2020,9.0,8.0,8.0,9.0,7.0,Finca El Jardin Guatemala,Tug Hill Artisan Roasters,91.0,,
"Minneapolis, Minnesota","Suchitan, Guatemala ",Light,64/84,$19.95/4 ounces,October 2020,9.0,9.0,9.0,9.0,9.0,Coffea Diversa Rume Sudan Winey,Paradise Roasters,95.0,,
"Minneapolis, Minnesota","Puna growing region, Big Island of Hawai’i",Medium-Light,58/76,$19.95/4 ounces,October 2020,9.0,9.0,9.0,9.0,8.0,Hawai’i Puna Anaerobic Washed,Paradise Roasters,94.0,,
"Toronto, Ontario, Canada","Cundinamarca, Colombia",Medium-Light,62/78,US $20.00/12 ounces,October 2020,9.0,9.0,9.0,9.0,8.0,Colombia Hacienda Casablanca,Stereo Coffee Roasters,94.0,,
"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/78,NT $275/8 ounces,October 2020,9.0,9.0,9.0,9.0,8.0,Ethiopia Natural Guji Kercha Lot Riverside,Kakalove Cafe,94.0,,
"Chia-Yi, Taiwan",Costa Rica,Medium-Light,52/70,NT $250/8 ounces,October 2020,9.0,,9.0,9.0,8.0,Costa Rica Yellow Honey Lot Kinka Bear,Kakalove Cafe,94.0,9.0,
"Madison, Wisconsin","Tarrazu, Costa Rica",Medium-Light,55/75,$17.90/12 ounces,October 2020,9.0,9.0,9.0,9.0,9.0,San Diego Natural,JBC Coffee Roasters,95.0,,
"Madison, Wisconsin","idamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,60/78,$18.75/12 ounces,October 2020,9.0,9.0,9.0,9.0,8.0,Buna Boka #1,JBC Coffee Roasters,94.0,,
"Madison, Wisconsin","Antioquia, Colombia",Medium-Light,58/74,$28.00/8 ounces,October 2020,9.0,9.0,9.0,9.0,8.0,El Jardin,JBC Coffee Roasters,94.0,,
"San Diego, California","Sidama (also Sidamo) growing region, southern Ethiopia",Light,62/80,$22.00/12 ounces,October 2020,9.0,8.0,8.0,9.0,8.0,Ethiopia Shantawene,Jaunt Coffee Roasters,92.0,,
"Madison, Wisconsin","Oaxaca, Mexico",Medium-Light,54/72,$20.00/12 ounces,October 2020,9.0,8.0,8.0,9.0,8.0,Monte Alban,JBC Coffee Roasters,92.0,,
"San Diego, California","Antioquia, Colombia",Medium-Light,56/76,$23.00/12 ounces,October 2020,8.0,8.0,8.0,9.0,8.0,Colombia Antioqiua,Jaunt Coffee Roasters,91.0,,
"San Diego, California","Tolima, Colombia",Medium-Light,54/72,$32.00/8 ounces,October 2020,8.0,8.0,8.0,8.0,8.0,Colombia Tolima,Jaunt Coffee Roasters,90.0,,
"San Rafael, California","Nyeri growing region, south-central Kenya",Medium,48/66,$22.00/12 ounces,October 2020,9.0,9.0,8.0,10.0,9.0,Kenya Wachuri,Equator Coffees,95.0,,
"Bedford, New Hampshire","Kirinyaga District, south-central Kenya",Medium-Light,60/80,$17.00/12 ounces,October 2020,9.0,9.0,9.0,9.0,9.0,Kenya Baragwi Guama AB,Flight Coffee Co.,95.0,,
"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,54/74,NT $380/115 grams,October 2020,9.0,9.0,9.0,9.0,9.0,Kenya ARES,Coffee Please,95.0,,
"Taipei, Taiwan","Kiambu growing region, south-central Kenya",Medium-Light,58/74,NT $550/225 grams,October 2020,9.0,9.0,9.0,9.0,9.0,Empress Kenya,DoDo Kaffa,95.0,,
"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium-Light,54/72,NT $450/227 grams,October 2020,9.0,9.0,9.0,9.0,8.0,Kenya Kiambu AB Top Lot,Evie's Cafe,94.0,,
"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium-Light,60/78,NT $325/8 ounces,October 2020,9.0,9.0,9.0,9.0,8.0,Kenya Kiambu Maua Lot AB,Kakalove Cafe,94.0,,
"Los Angeles, California","Kirinyaga District, south-central Kenya",Medium-Light,58/80,$21.95/12 ounces,October 2020,9.0,9.0,9.0,9.0,8.0,Kenya Thunguri AA,Klatch Coffee,94.0,,
"Toronto, Ontario, Canada","Kirinyaga District, south-central Kenya",Medium-Light,60/78,CAD $22.00/225 grams,October 2020,9.0,9.0,9.0,9.0,8.0,Kenya Kirinyaga Kabare Karani AA,Pop Coffee Works,94.0,,
"Yilan, Taiwan","Kirinyaga District, south-central Kenya",Medium-Light,57/77,NT $500/200 grams,October 2020,9.0,9.0,9.0,9.0,8.0,Kenya Kirinyaga Kii,Small Eyes Cafe,94.0,,
"Carlsbad, California","Kirinyaga District, south-central Kenya",Medium-Light,56/72,$23.00/12 ounces,October 2020,9.0,9.0,9.0,9.0,8.0,Kenya Rungeto,Steady State Roasting,94.0,,
"Martinez, California","Nyeri growing region, south-central Kenya",Medium-Light,54/72,$12.00/8 ounces,October 2020,9.0,9.0,9.0,9.0,8.0,Kenya AA Top Gatomboya,States Coffee,94.0,,
"Gibsons, British Columbia, Canada",Honduras,Medium-Light,54/70,$19.99 CAD/12 ounces,October 2020,9.0,8.0,8.0,9.0,8.0,Honduras,Beachcomber Coffee,92.0,,
"Martinez, California",Guatemala; Ethiopia,Medium,50/70,$12.00/8 ounces,October 2020,9.0,,9.0,9.0,8.0,Heart & Soul Espresso Blend,States Coffee,94.0,9.0,
"San Diego, California","Kochere, Yirgacheffe growing region, south-central Ethiopia",Medium-Light,57/77,$20.00/12 ounces,October 2020,9.0,9.0,9.0,9.0,8.0,Ethiopia Banko Gotiti,Bird Rock Coffee Roasters,94.0,,
"Santa Rosa Beach, Florida","Guji Zone, southern Ethiopia",Medium-Light,58/78,$20.00/12 ounces,October 2020,9.0,9.0,9.0,9.0,8.0,Ethiopia Yabitu Koba,Amavida Coffee Roasters,94.0,,
"Topeka, Kansas","Kochere, Yirgacheffe growing region, south-central Ethiopia",Medium-Light,60/78,$19.50/12 ounces,October 2020,9.0,9.0,9.0,9.0,8.0,Ethiopia Banko Gotiti,PT's Coffee Roasting Co.,94.0,,
"Santa Rosa Beach, Florida","Gedeb District, Gedeo Zone, southern Ethiopia",Light,62/80,$20.00/12 ounces,October 2020,9.0,8.0,9.0,9.0,8.0,Ethiopia Chelbessa Danche,Amavida Coffee Roasters,93.0,,
"Chia-Yi City, Taiwan","Kenya, Colombia",Medium-Light,58/74,NT $450/227 grams,October 2020,9.0,9.0,9.0,9.0,8.0,Rhapsody of Dreams,Evie's Cafe,94.0,,
"Hong Kong, China",Brazil; Nicaragua,Medium,46/60,HK $80/200 grams,October 2020,8.0,,8.0,8.0,8.0,Nux Espresso Blend,9612 Coffee Room,91.0,9.0,
"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai'i",Medium-Light,60/78,$62.95/8 ounces,October 2020,9.0,9.0,9.0,9.0,9.0,Laura’s Reserve SL34,Hula Daddy Kona Coffee,95.0,,
"Captain Cook, Hawai’i","Kona growing region, Big Island of Hawai’i",Medium-Dark,36/48,$25.00/8 ounces,October 2020,7.0,6.0,7.0,7.0,7.0,CBD Coffee Dark Roast,Rooster Roastery,84.0,,
"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Medium-Light,58/76,$24.95/4 ounces,September 2020,9.0,8.0,9.0,9.0,8.0,Kona Pumpkin Spice Anaerobic,Paradise Roasters,93.0,,
"Hastings-on-Hudson, New York",Taiwan,Medium-Light,55/71,$19.99/8 ounces,September 2020,9.0,8.0,9.0,9.0,7.0,Taiwan Natural Medium Roast,The Formosa Coffee,92.0,,
"Minneapolis, Minnesota","Doi Pangkhon, Thailand",Medium,49/63,$18.95/12 ounces,September 2020,9.0,8.0,8.0,9.0,8.0,Thailand Doi Pangkhon Dark Roast,Paradise Roasters,92.0,,
"Sacramento, California","Yirgacheffe growing region, Ethiopia",Medium-Light,60/76,$20.50/12 ounces,September 2020,9.0,9.0,9.0,9.0,8.0,Ethiopia Reko Yirgacheffe,Temple Coffee Roasters,94.0,,
"Bedford, New Hampshire","Cauca, Colombia",Light,62/84,$16.00/12 ounces,September 2020,9.0,9.0,9.0,9.0,8.0,Colombia Asobombo Inza,Flight Coffee Co.,94.0,,
"Kaohsiung, Taiwan","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,52/72,NT $550/230 grams,September 2020,9.0,,9.0,9.0,8.0,Ethiopia Sidamo Natural Twakok G1,Bona Kafo Roastery,94.0,9.0,
"Kaohsiung, Taiwan","Boquete, Panama",Light,62/80,NT $2500/100 grams,September 2020,9.0,9.0,9.0,9.0,8.0,Panama Boquete Torre Lot #1 Geisha Honey,Bona Kafo Roastery,94.0,,
"Sacramento, California","Buenos Aires, Comayagua, Honduras",Medium-Light,58/74,$19.00/12 ounces,September 2020,9.0,8.0,8.0,9.0,8.0,Honduras Buenos Aires,Temple Coffee Roasters,92.0,,
"Minneapolis, Minnesota","Nueva Segovia, Nicaragua",Medium-Light,62/76,$12.95/6 ounces,September 2020,9.0,8.0,8.0,9.0,8.0,Nicaragua El Poste Pacamara,Paradise Roasters,92.0,,
"Ka'u, Hawaii","Ka’u growing region, Big island of Hawai’i",Medium-Light,56/70,$15.00/4 ounces,September 2020,9.0,9.0,9.0,9.0,8.0,Yellow Caturra (special lot),Miranda Farms,94.0,,
"San Diego, California",Brazil; Guatemala; Sumatra,Medium-Light,56/72,$23.00/12 ounces,September 2020,9.0,8.0,8.0,9.0,8.0,Memory Lane,Nostalgia Coffee Roasters,92.0,,
"Grove City, Pennsylvania","Tarrazu, Costa RIca",Medium-Light,60/76,$16.00/10 ounces,September 2020,9.0,9.0,8.0,9.0,8.0,Cordillera del Fuego Costa Rica Termico,Collage Coffee,93.0,,
"Minneapolis, Minnesota","Puna, Big Island of Hawai’i",Medium-Light,58/76,$29.95/4 ounces,September 2020,9.0,9.0,9.0,10.0,9.0,Hawai’i Kilauea Volcano Yeast Fermentation Washed,Paradise Roasters,96.0,,
"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Medium-Light,58/78,$24.95/4 ounces,September 2020,9.0,9.0,9.0,9.0,8.0,Kona Pink Honey Black Rock Farm,Paradise Roasters,94.0,,
"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Medium-Light,60/78,$19.95/12 ounces,September 2020,9.0,9.0,9.0,9.0,8.0,Ethiopia Kayon Mountain,Lexington Coffee Roasters,94.0,,
"Hong Kong, China","São Sebastião da Grama, Sul de Minas, Brazil",Medium-Light,54/70,$60.00/30 ounces,September 2020,9.0,,8.0,9.0,8.0,Playground SOE Espresso,Plat Coffee Roastery,93.0,9.0,
"Lexington, Virginia",Not disclosed,Medium,46/60,$13.95/12 ounces,September 2020,8.0,8.0,8.0,9.0,8.0,Blue Ridge Blend,Lexington Coffee Roasters,91.0,,
"Madison, Wisconsin","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,60/78,$18.75/12 ounces,September 2020,9.0,9.0,9.0,9.0,8.0,Benti Nenqa #209 Ethiopia,JBC Coffee Roasters,94.0,,
"Madison, Wisconsin","Aceh, Sumatra",Medium-Light,58/76,$19.50/12 ounces,September 2020,8.0,8.0,9.0,9.0,8.0,Andi Sumatra,JBC Coffee Roasters,92.0,,
"Madison, Wisconsin","Canton de Desamparados, San Jose, Costa Rica",Medium-Light,62/76,$17.50/12 ounces,September 2020,8.0,8.0,8.0,9.0,8.0,Las Gravilias Costa Rica,JBC Coffee Roasters,91.0,,
"Taipei, Taiwan","Matagalpa, Nicaragua",Light,62/80,NT $500/16 ounces,September 2020,9.0,8.0,9.0,9.0,8.0,Nicaragua La Huella Catuaí,David's Nose,93.0,,
"Yilan, Taiwan","Chalatenango, El Salvador",Medium-Light,54/70,NT $500/200 grams,September 2020,9.0,9.0,9.0,9.0,8.0,El Salvador Santa Elena Pacamara,GK Coffee,94.0,,
"St. Louis, Missouri","Huehuetenango Department, Guatemala",Medium-Light,58/74,$17.99/12 ounces,September 2020,9.0,8.0,9.0,9.0,8.0,Guatemala Carlos Rivas,Kaldi's Coffee,93.0,,
"San Rafael, California","Santa Ana Department, El Salvador",Medium,50/68,$24.00/8 ounces,September 2020,9.0,8.0,8.0,9.0,8.0,El Salvador Finca Kilimanjaro,Equator Coffees,92.0,,
"Emeryville, California","Antigua growing region, Guatemala ",Medium-Light,52/70,$18.25/12 ounces,September 2020,9.0,8.0,8.0,9.0,8.0,Guatemala Bella Carmona,Highwire Coffee Roasters,92.0,,
"Oakland, California","Bella Vista, Chiapas, Mexico",Medium-Light,54/68,$16.00/12 ounces,September 2020,8.0,8.0,9.0,9.0,8.0,Mexico Mayan Village Women’s Lot,Mr. Espresso,92.0,,
"Hong Kong, China","Chaguites, Honduras",Light,62/80,$25.00/6 ounces,September 2020,9.0,8.0,8.0,9.0,8.0,Honduras Finca Don Eusebio,Plat Coffee Roastery,92.0,,
"Floyd, Virginia","Alotepec-Metapan region, El Salvador",Light,62/80,$22.99/12 ounces,September 2020,9.0,8.0,8.0,9.0,8.0,El Salvador Finca Las Duanas,Red Rooster Coffee Roaster,92.0,,
"San Diego, California","Tecapa Chinameca growing region, El Salvador",Medium-Light,56/72,$18.00/12 ounces,September 2020,9.0,9.0,8.0,9.0,8.0,El Salvador Las Mercedes La Avila,Bird Rock Coffee Roasters,93.0,,
"Denver, Colorado","Huehuetenango Department, Guatemala",Medium-Light,60/76,$21.00/12 ounces,September 2020,9.0,9.0,8.0,9.0,8.0,Guatemala El Plan Rosma,Corvus Coffee Roasters,93.0,,
"Douliou City, Taiwan","Antigua growing region, Guatemala",Medium-Light,55/71,NT $400/220 grams,September 2020,9.0,8.0,9.0,9.0,8.0,Guatemala Bella Carmona,Atom Coffee Roasters,93.0,,
"San Francisco, California","Las Flores, Honduras",Medium-Light,58/78,$20.00/8 ounces,September 2020,9.0,9.0,8.0,9.0,8.0,Olvin Valle Honduras,Triple Coffee Co.,93.0,,
"Yilan, Taiwan","Santa Barbara, Honduras",Medium-Light,58/74,NT $330/200 grams,September 2020,9.0,8.0,9.0,9.0,8.0,Honduras,Small Eyes Cafe,93.0,,
"Miami, Florida","Santa Barbara, Honduras",Medium-Light,58/76,$21.00/12 ounces,September 2020,8.0,8.0,9.0,9.0,8.0,Honduras San Vincent,Per'la Specialty Roasters,92.0,,
"Kaohsiung City, Taiwan","Tarrazu growing region, Costa Rica",Medium-Light,60/76,NT $500/227 grams,September 2020,9.0,8.0,8.0,9.0,8.0,Tarrazu Asocafé Canet,CofFeeling,92.0,,
"Minneapolis, Minnesota","Illubabor Zone, Oromia Region, Ethiopia",Medium-Light,58/72,$24.95/12 ounces,September 2020,9.0,9.0,9.0,9.0,9.0,Ethiopia Sheka Kawo Kamina Natural,Paradise Roasters,95.0,,
"Chia-Yi, Taiwan",Colombia; Guatemala; Ethiopia,Medium-Light,54/70,NT $260/8 ounces,September 2020,9.0,,9.0,9.0,8.0,Black Swan Blend,Kakalove Cafe,94.0,9.0,
"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Light,62/80,$24.95/12 ounces,September 2020,9.0,9.0,8.0,9.0,8.0,Kona Champagne Natural Black Rock Farm,Paradise Roasters,93.0,,
"Chia-Yi, Taiwan","Acatenango growing region, central Guatemala",Medium-Light,52/70,NT $200/8 ounces,September 2020,9.0,,8.0,9.0,8.0,Guatemala Washed El General Lot SummerEnd 2020,Kakalove Cafe,93.0,9.0,
"Chia-Yi, Taiwan",Ethiopia; Nicaragua; Guatemala,Medium,47/62,NT $330/16 ounces,September 2020,9.0,,8.0,8.0,9.0,Crescent Blend,Kakalove Cafe,92.0,8.0,
"Taipei, Taiwan","Guji Zone, southern Ethiopia",Medium-Light,60/76,NT $500/8 ounces,September 2020,9.0,9.0,8.0,9.0,8.0,Ethiopia Guji Uraga,De Clieu Coffee,93.0,,
"Durango, Colorado","Sabanilla de Alajuela growing region, Costa Rica",Medium,52/68,$16.95/12 ounces,September 2020,9.0,8.0,8.0,9.0,8.0,Costa Rica Perla Negra,Durango Coffee Company,92.0,,
"Taipei, Taiwan","Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,58/78,NT $450/225 grams,September 2020,9.0,9.0,9.0,9.0,8.0,Indonesia Lintong Mandheling,Peacock Coffee Roaster,94.0,,
"Taipei, Taiwan","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,56/70,NT $700/230 grams,September 2020,9.0,8.0,9.0,9.0,8.0,Ethiopia Sidamo Bensa Natural Single-Variety Kurume G1,Dory Coffee Roasters,93.0,,
"Salem, Massachusetts","Santa Maria de Dota, Costa Rica",Medium-Light,60/76,$18.00/12 ounces,September 2020,9.0,8.0,9.0,9.0,8.0,Costa Rica La Pastora,Atomic Coffee Roasters,93.0,,
"Bonney Lake, Washington","Purosa Village, Eastern Highlands, Papua New Guinea",Medium-Light,54/72,$20.00/16 ounces,September 2020,9.0,8.0,8.0,9.0,8.0,Papua New Guinea “Papa Kinne”,Lamppost Coffee Roasters,92.0,,
"Henderson, Nevada","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,58/76,$22.00/12 ounces,September 2020,9.0,9.0,9.0,9.0,8.0,Ethiopia Yirgacheffe Natural Farm Direct,Dragonfly Coffee Roasters,94.0,,
